Plate,Plate Row,Plate Column,Well,Transposon Coordinates,Transposon Locatabilities,Features Disrupted,Distances of Transposon from Translation Starts,Fractional Distances of Transposon from Translation Starts,Locus Tags,Voigt Score
85,PR05,PC05,G3,"3169136","unambiguous","","3202","0.91","RAST2:fig|442.17.peg.694","0.0027783322777647883"
85,PR05,PC05,G4,"3236915, 3377333","unambiguous, ambiguous",", ","156,1506","0.39, 0.64","RAST2:fig|442.17.peg.758, RAST2:fig|442.17.peg.1291","0.002294202076237806, 0.003102058185424381"
85,PR05,PC05,G5,"1172661","unambiguous","","260","0.26","RAST2:fig|442.17.peg.2048","4.999192749999929e-05"
85,PR05,PC05,G6,"513654, 2045203, 2322439","ambiguous, ambiguous, ambiguous",", , ","2692,245,360","0.82, 0.29, 0.95","RAST2:fig|442.17.peg.1389, RAST2:fig|442.17.peg.2885, RAST2:fig|442.17.peg.3173","0.000643394273910661, 0.0001267683415400693, 6.44430607638433e-07"
85,PR05,PC05,G7,"197130, 2581212","unambiguous, ambiguous",", ","1318,2886","0.59, 0.85","RAST2:fig|442.17.peg.1012, RAST2:fig|442.17.peg.117","0.00010093883921472266, 0.0016584047275479646"
85,PR05,PC05,G8,"2406417, 3377333, 3407160","ambiguous, ambiguous, ambiguous",", , None","667,1506,NA","0.70, 0.64, NA","RAST2:fig|442.17.peg.3262, RAST2:fig|442.17.peg.1291, None","0.0032297738754046013, 0.004579030024585937, 0.002791032544213294"
85,PR05,PC05,G9,"761911, 2045203, 3410712","ambiguous, ambiguous, ambiguous",", , None","1318,245,NA","0.85, 0.29, NA","RAST2:fig|442.17.peg.1632, RAST2:fig|442.17.peg.2885, None","0.00042217157748930794, 0.00014639091868697286, 3.5088470524608723e-05"
85,PR05,PC05,G10,"821943, 2674646","unambiguous, unambiguous",", ","447,331","0.25, 0.95","RAST2:fig|442.17.peg.1688, RAST2:fig|442.17.peg.214","2.862053414062577e-13, 0.000192497634454023"
85,PR05,PC05,G11,"186898","unambiguous","","245","0.11","RAST2:fig|442.17.peg.1004","0.00016777901099648994"
85,PR05,PC05,G12,"159346","unambiguous","","245","0.28","RAST2:fig|442.17.peg.979","5.644092391378214e-07"
85,PR05,PC05,H1,"336340","unambiguous","","1983","0.84","RAST2:fig|442.17.peg.1125","0.0007849895970695786"
85,PR05,PC05,H2,"2285996","unambiguous","","913","0.93","RAST2:fig|442.17.peg.3135","2.1691322511825774e-05"
85,PR05,PC05,H3,"916837, 2940715","ambiguous, ambiguous",", ","206,745","0.35, 0.45","RAST2:fig|442.17.peg.1807, RAST2:fig|442.17.peg.490","0.0005231344562974111, 0.00018036329607724172"
85,PR05,PC05,H4,"3203137","ambiguous","","96","0.06","RAST2:fig|442.17.peg.720","0.0010956796650949498"
85,PR05,PC05,H5,"868714","unambiguous","","294","0.27","RAST2:fig|442.17.peg.1762","1.4016060878312629e-05"
85,PR05,PC05,H6,"201526, 1006890, 3203137","unambiguous, ambiguous, ambiguous",", , ","354,493,96","0.30, 0.65, 0.06","RAST2:fig|442.17.peg.1015, RAST2:fig|442.17.peg.1891, RAST2:fig|442.17.peg.720","0.002936413045624274, 0.00124804049015034, 0.0010948789331501742"
85,PR05,PC05,H7,"933795, 2079545, 3203137","ambiguous, unambiguous, ambiguous",", , ","265,694,96","0.21, 0.40, 0.06","RAST2:fig|442.17.peg.1825, RAST2:fig|442.17.peg.2918, RAST2:fig|442.17.peg.720","3.353548732407989e-13, 0.002442314854790591, 0.0006425735533475552"
85,PR05,PC05,H8,"3166734","unambiguous","None","NA","NA","None","0.00036827176757480573"
85,PR05,PC05,H9,"1691289, 3203137","unambiguous, ambiguous",", ","123,96","0.25, 0.06","RAST2:fig|442.17.peg.2547, RAST2:fig|442.17.peg.720","5.7422023686052634e-06, 0.00030455608550894654"
85,PR05,PC05,H10,"708141, 943924, 2827423","unambiguous, unambiguous, ambiguous",", , ","1122,852,641","0.81, 0.90, 0.41","RAST2:fig|442.17.peg.1581, RAST2:fig|442.17.peg.1836, RAST2:fig|442.17.peg.383","3.5953599400546175e-13, 4.4326782134596204e-07, 0.001069614012329308"
85,PR05,PC05,H11,"2752353","unambiguous","","261","0.22","RAST2:fig|442.17.peg.310","0.000245575052685964"
85,PR05,PC05,H12,"3395857","unambiguous","","263","0.32","RAST2:fig|442.17.peg.1306","0.0012482774988314322"
86,PR05,PC06,A1,"1428596, 2229236","ambiguous, unambiguous",", ","571,865","0.79, 0.88","RAST2:fig|442.17.peg.2303, RAST2:fig|442.17.peg.3069","0.005804335771564001, 1.8157797180079013e-06"
86,PR05,PC06,A2,"1321020, 1428596","ambiguous, ambiguous",", ","193,571","0.54, 0.79","RAST2:fig|442.17.peg.2204, RAST2:fig|442.17.peg.2303","9.328889222809457e-05, 0.00550461727519397"
86,PR05,PC06,A3,"1706215","unambiguous","","685","0.51","RAST2:fig|442.17.peg.2558","0.0014493105944826511"
86,PR05,PC06,A4,"3214823","unambiguous","","153","0.19","RAST2:fig|442.17.peg.740","2.0149197875726763e-06"
86,PR05,PC06,A5,"195648, 2335299","unambiguous, ambiguous",", ","130,379","0.99, 0.64","RAST2:fig|442.17.peg.1011, RAST2:fig|442.17.peg.3186","2.6749989164569477e-06, 5.5109298046091405e-06"
86,PR05,PC06,A6,"886124","unambiguous","","1042","0.77","RAST2:fig|442.17.peg.1781","4.1607592879387184e-07"
86,PR05,PC06,A7,"373434","unambiguous","","1111","0.99","RAST2:fig|442.17.peg.1156","6.025110111398777e-06"
86,PR05,PC06,A8,"2366996","unambiguous","","471","0.46","RAST2:fig|442.17.peg.3223","5.6099964775124434e-05"
86,PR05,PC06,A9,"1992672, 3368205","ambiguous, unambiguous","None, ","NA,1118","NA, 0.98","None, RAST2:fig|442.17.peg.1283","0.001649035724282999, 1.0385464625432478e-06"
86,PR05,PC06,A10,"","","","","","",""
86,PR05,PC06,A11,"1213421","ambiguous","","321","0.17","RAST2:fig|442.17.peg.2090","0.004698756503375818"
86,PR05,PC06,A12,"","","","","","",""
86,PR05,PC06,B1,"3210859","unambiguous","None","NA","NA","None","9.827897590491251e-06"
86,PR05,PC06,B2,"","","","","","",""
86,PR05,PC06,B3,"484802, 2547198","ambiguous, unambiguous","None, ","NA,999","NA, 0.87","None, RAST2:fig|442.17.peg.85","3.199963162198439e-13, 1.6600357526233856e-06"
86,PR05,PC06,B4,"549095","unambiguous","","280","0.45","RAST2:fig|442.17.peg.1426","0.0002141449075480513"
86,PR05,PC06,B5,"","","","","","",""
86,PR05,PC06,B6,"549142, 2950681","unambiguous, ambiguous",", ","233,1146","0.38, 0.72","RAST2:fig|442.17.peg.1426, RAST2:fig|442.17.peg.499","2.091069357537571e-11, 1.44875551931212e-05"
86,PR05,PC06,B7,"","","","","","",""
86,PR05,PC06,B8,"","","","","","",""
86,PR05,PC06,B9,"3267439","unambiguous","","32","0.05","RAST2:fig|442.17.peg.792","1.0344333834929801e-08"
86,PR05,PC06,B10,"2733578","unambiguous","None","NA","NA","None","2.2327120948972624e-05"
86,PR05,PC06,B11,"2950681","ambiguous","","1146","0.72","RAST2:fig|442.17.peg.499","6.51107917535044e-05"
86,PR05,PC06,B12,"814771","ambiguous","None","NA","NA","None","3.3813774172746388e-12"
86,PR05,PC06,C1,"1046744","unambiguous","","1259","0.99","RAST2:fig|442.17.peg.1928","2.3108924082576032e-08"
86,PR05,PC06,C2,"2397637, 3166641","unambiguous, ambiguous",", None","648,NA","0.41, NA","RAST2:fig|442.17.peg.3251, None","5.658670251276292e-10, 0.00043807614113240744"
86,PR05,PC06,C3,"484802","ambiguous","None","NA","NA","None","1.3935248667584914e-05"
86,PR05,PC06,C4,"3069346","unambiguous","","1158","0.56","RAST2:fig|442.17.peg.602","1.3060413038658174e-05"
86,PR05,PC06,C5,"2041401","unambiguous","","531","0.89","RAST2:fig|442.17.peg.2880","5.419351781015169e-07"
86,PR05,PC06,C6,"1384572","unambiguous","","1198","0.86","RAST2:fig|442.17.peg.2266","8.441450984742084e-06"
86,PR05,PC06,C7,"","","","","","",""
86,PR05,PC06,C8,"2948728","unambiguous","","1386","0.88","RAST2:fig|442.17.peg.498","1.2715254787088899e-08"
86,PR05,PC06,C9,"2911769","unambiguous","","843","0.63","RAST2:fig|442.17.peg.462","1.44098553154129e-07"
86,PR05,PC06,C10,"923599","unambiguous","","2223","0.56","RAST2:fig|442.17.peg.1814","3.4309177742224665e-05"
86,PR05,PC06,C11,"2950681","ambiguous","","1146","0.72","RAST2:fig|442.17.peg.499","2.0209878617130225e-05"
86,PR05,PC06,C12,"1547602","unambiguous","","198","0.06","RAST2:fig|442.17.peg.2402","3.2505335831784665e-06"
86,PR05,PC06,D1,"368170, 1151653, 1954636","ambiguous, ambiguous, ambiguous",", , ","685,1279,757","0.56, 0.81, 0.35","RAST2:fig|442.17.peg.1151, RAST2:fig|442.17.peg.2023, RAST2:fig|442.17.peg.2802","2.640425054451406e-11, 0.00024324015751419782, 0.005260545494239023"
86,PR05,PC06,D2,"2905936","ambiguous","None","NA","NA","None","2.439950261547516e-11"
86,PR05,PC06,D3,"123925, 335624, 952294, 1311148","unambiguous, unambiguous, ambiguous, ambiguous",", , , ","4663,364,1441,9","0.89, 0.21, 0.68, 0.04","RAST2:fig|442.17.peg.935, RAST2:fig|442.17.peg.1124, RAST2:fig|442.17.peg.1843, RAST2:fig|442.17.peg.2195","0.002801099097805598, 0.002926003391777018, 1.937334469975396e-12, 0.00500629938257985"
86,PR05,PC06,D4,"1044642, 1954636, 2481159","unambiguous, ambiguous, ambiguous","None, , ","NA,757,747","NA, 0.35, 0.30","None, RAST2:fig|442.17.peg.2802, RAST2:fig|442.17.peg.33","9.809642902686465e-07, 0.005624764521373753, 1.8125858651237314e-05"
86,PR05,PC06,D5,"1311148","ambiguous","","9","0.04","RAST2:fig|442.17.peg.2195","0.005416743793070371"
86,PR05,PC06,D6,"1363888","unambiguous","","529","0.50","RAST2:fig|442.17.peg.2243","0.0004909314529554829"
86,PR05,PC06,D7,"1010870","ambiguous","","160","0.11","RAST2:fig|442.17.peg.1895","0.0041969801421009095"
86,PR05,PC06,D8,"530819, 876740","unambiguous, unambiguous",", None","603,NA","0.43, NA","RAST2:fig|442.17.peg.1410, None","0.0030284918428904527, 5.22008141812788e-11"
86,PR05,PC06,D9,"1064860, 1639152","unambiguous, unambiguous",", ","420,1287","0.42, 0.93","RAST2:fig|442.17.peg.1946, RAST2:fig|442.17.peg.2499","0.0009898855619495876, 9.787994320187414e-07"
86,PR05,PC06,D10,"641272, 2969581, 3394841","ambiguous, ambiguous, ambiguous","None, , ","NA,129,391","NA, 0.05, 0.74","None, RAST2:fig|442.17.peg.520, RAST2:fig|442.17.peg.1304","7.368213644307126e-07, 7.0536253956825176e-06, -5.299777718737706e-13"
86,PR05,PC06,D11,"438127, 1249924","ambiguous, unambiguous",", ","631,90","0.53, 0.03","RAST2:fig|442.17.peg.1323, RAST2:fig|442.17.peg.2123","1.0645968716081145e-12, 3.234553801948231e-05"
86,PR05,PC06,D12,"814771","ambiguous","None","NA","NA","None","8.102917705845119e-12"
86,PR05,PC06,E1,"3256669.0","unambiguous","","10","0.03","RAST2:fig|442.17.peg.775","merged"
86,PR05,PC06,E2,"734045, 1321020, 3204064","ambiguous, ambiguous, unambiguous",", , None","598,193,NA","0.94, 0.54, NA","RAST2:fig|442.17.peg.1606, RAST2:fig|442.17.peg.2204, None","1.0539913827021804e-12, 7.455828935498156e-14, 0.000498923342052279"
86,PR05,PC06,E3,"952294, 1476637, 2547198","ambiguous, ambiguous, unambiguous",", , ","1441,2194,999","0.68, 0.67, 0.87","RAST2:fig|442.17.peg.1843, RAST2:fig|442.17.peg.2343, RAST2:fig|442.17.peg.85","0.0014074548986208052, 0.0009764150369286481, -1.6742051365316387e-12"
86,PR05,PC06,E4,"366464, 2481159, 2503448","ambiguous, ambiguous, unambiguous",", , ","1170,747,2015","0.37, 0.30, 0.78","RAST2:fig|442.17.peg.1150, RAST2:fig|442.17.peg.33, RAST2:fig|442.17.peg.45","0.002405717814119328, 5.812050361821e-12, 0.001020955649155581"
86,PR05,PC06,E5,"1209338, 2041401, 2946320","unambiguous, unambiguous, ambiguous","None, , ","NA,531,809","NA, 0.89, 0.71","None, RAST2:fig|442.17.peg.2880, RAST2:fig|442.17.peg.496","0.0010390916548958379, -3.8535184396561366e-12, 0.00038229374003678936"
86,PR05,PC06,E6,"","","","","","",""
86,PR05,PC06,E7,"3256669","ambiguous","","10","0.03","RAST2:fig|442.17.peg.775","1.9821066780549934e-13"
86,PR05,PC06,E8,"1073907","unambiguous","","99","0.06","RAST2:fig|442.17.peg.1954","0.0004959158286213435"
86,PR05,PC06,E9,"2252276.0","unambiguous","None","NA","NA","None","merged"
86,PR05,PC06,E10,"2650531, 3394841","ambiguous, ambiguous",", ","436,391","0.47, 0.74","RAST2:fig|442.17.peg.183, RAST2:fig|442.17.peg.1304","0.0021358378230192576, 4.826727711891782e-09"
86,PR05,PC06,E11,"2276280","unambiguous","None","NA","NA","None","6.55344615701471e-05"
86,PR05,PC06,E12,"814771","ambiguous","None","NA","NA","None","1.0320977438370065e-11"
86,PR05,PC06,F1,"1151653, 3168903","ambiguous, ambiguous",", ","1279,3435","0.81, 0.97","RAST2:fig|442.17.peg.2023, RAST2:fig|442.17.peg.694","4.915620472867245e-05, 3.181616511571442e-05"
86,PR05,PC06,F2,"941501, 952327","ambiguous, ambiguous","None, ","NA,1474","NA, 0.70","None, RAST2:fig|442.17.peg.1843","6.032152240566356e-12, 2.0773414061632982e-12"
86,PR05,PC06,F3,"952294, 3398453","ambiguous, unambiguous",", ","1441,236","0.68, 0.91","RAST2:fig|442.17.peg.1843, RAST2:fig|442.17.peg.1309","1.937334469975396e-12, 4.3525548108220866e-05"
86,PR05,PC06,F4,"","","","","","",""
86,PR05,PC06,F5,"","","","","","",""
86,PR05,PC06,F6,"549142, 2729832, 2905936","unambiguous, ambiguous, ambiguous",", None, None","233,NA,NA","0.38, NA, NA","RAST2:fig|442.17.peg.1426, None, None","9.613376000881478e-07, 1.991961476278394e-12, 3.5576906766683245e-11"
86,PR05,PC06,F7,"1173459, 1179517, 1671878, 3377005","ambiguous, ambiguous, unambiguous, ambiguous",", None, , ","766,NA,690,1834","0.62, NA, 0.64, 0.79","RAST2:fig|442.17.peg.2049, None, RAST2:fig|442.17.peg.2528, RAST2:fig|442.17.peg.1291","0.0035547319263888708, 0.0004991355411776767, 1.4323129432247363e-06, 3.072564842516581e-12"
86,PR05,PC06,F8,"305994, 1173459, 1273488","ambiguous, ambiguous, ambiguous",", , ","715,766,730","0.33, 0.62, 0.35","RAST2:fig|442.17.peg.1102, RAST2:fig|442.17.peg.2049, RAST2:fig|442.17.peg.2161","3.8557531241180286e-13, 0.0026011570187792206, 2.979440241183642e-12"
86,PR05,PC06,F9,"3368205","unambiguous","","1118","0.98","RAST2:fig|442.17.peg.1283","-5.647615770751473e-11"
86,PR05,PC06,F10,"31891, 2545113","ambiguous, ambiguous","None, ","NA,34","NA, 0.03","None, RAST2:fig|442.17.peg.84","9.556059454777027e-13, 1.0534317649203457e-12"
86,PR05,PC06,F11,"438127, 2034227, 2100907","ambiguous, ambiguous, unambiguous",", , ","631,145,378","0.53, 0.27, 0.52","RAST2:fig|442.17.peg.1323, RAST2:fig|442.17.peg.2872, RAST2:fig|442.17.peg.2937","1.0645968716081145e-12, 6.566234676703003e-12, 1.775948893538095e-07"
86,PR05,PC06,F12,"1340206","ambiguous","","1005","0.86","RAST2:fig|442.17.peg.2225","4.494054294153168e-12"
86,PR05,PC06,G1,"354133","ambiguous","","6","0.01","RAST2:fig|442.17.peg.1141","0.0004312593652777487"
86,PR05,PC06,G2,"1233065, 1272428","ambiguous, unambiguous",", ","1106,144","0.95, 0.16","RAST2:fig|442.17.peg.2107, RAST2:fig|442.17.peg.2160","1.1565508399253061e-11, 0.0034095781622111515"
86,PR05,PC06,G3,"1879562","ambiguous","","174","0.46","RAST2:fig|442.17.peg.2727","0.002317563863679844"
86,PR05,PC06,G4,"1277771","ambiguous","","943","0.96","RAST2:fig|442.17.peg.2165","3.898118744927979e-07"
86,PR05,PC06,G5,"112591","unambiguous","","1215","0.85","RAST2:fig|442.17.peg.927","0.00041434181185518256"
86,PR05,PC06,G6,"","","","","","",""
86,PR05,PC06,G7,"31042, 1277771","unambiguous, ambiguous",", ","573,943","0.94, 0.96","RAST2:fig|442.17.peg.864, RAST2:fig|442.17.peg.2165","9.083734780314705e-09, 2.0134696485152305e-05"
86,PR05,PC06,G8,"1271415","ambiguous","","1068","0.80","RAST2:fig|442.17.peg.2159","0.0009794896731752788"
86,PR05,PC06,G9,"1639152","unambiguous","","1287","0.93","RAST2:fig|442.17.peg.2499","0.00014325918948334158"
86,PR05,PC06,G10,"848487, 1271415","unambiguous, ambiguous",", ","356,1068","0.60, 0.80","RAST2:fig|442.17.peg.1713, RAST2:fig|442.17.peg.2159","8.330002471808924e-06, 0.000842222174262134"
86,PR05,PC06,G11,"438127","ambiguous","","631","0.53","RAST2:fig|442.17.peg.1323","0.00010611737381894581"
86,PR05,PC06,G12,"814771","ambiguous","None","NA","NA","None","0.0002736324613735849"
86,PR05,PC06,H1,"1525226, 3168903","unambiguous, ambiguous",", ","2232,3435","0.96, 0.97","RAST2:fig|442.17.peg.2383, RAST2:fig|442.17.peg.694","3.0434394349494178e-05, 3.499803369033952e-05"
86,PR05,PC06,H2,"851893","ambiguous","","1195","0.78","RAST2:fig|442.17.peg.1717","0.0018480350301938056"
86,PR05,PC06,H3,"1776157","unambiguous","","778","0.79","RAST2:fig|442.17.peg.2628","1.6988125084008808e-05"
86,PR05,PC06,H4,"1525046","ambiguous","None","NA","NA","None","0.0003421000384104349"
86,PR05,PC06,H5,"1033813","unambiguous","","355","0.43","RAST2:fig|442.17.peg.1914","7.623980444320243e-06"
86,PR05,PC06,H6,"","","","","","",""
86,PR05,PC06,H7,"1011694","unambiguous","","984","0.70","RAST2:fig|442.17.peg.1895","0.00022458952238869434"
86,PR05,PC06,H8,"","","","","","",""
86,PR05,PC06,H9,"","","","","","",""
86,PR05,PC06,H10,"","","","","","",""
86,PR05,PC06,H11,"3394840","ambiguous","","390","0.74","RAST2:fig|442.17.peg.1304","1.8008229624305854e-07"
86,PR05,PC06,H12,"","","","","","",""
87,PR05,PC07,A1,"","","","","","",""
87,PR05,PC07,A2,"4472","unambiguous","","72","0.08","RAST2:fig|442.17.peg.840","3.690928100189729e-05"
87,PR05,PC07,A3,"3063803","unambiguous","","138","0.09","RAST2:fig|442.17.peg.595","9.759380081297706e-05"
87,PR05,PC07,A4,"","","","","","",""
87,PR05,PC07,A5,"3004730","ambiguous","","2067","0.95","RAST2:fig|442.17.peg.549","0.0023364241572031838"
87,PR05,PC07,A6,"","","","","","",""
87,PR05,PC07,A7,"1520966","unambiguous","","24","0.06","RAST2:fig|442.17.peg.2379","1.2524133131148626e-05"
87,PR05,PC07,A8,"","","","","","",""
87,PR05,PC07,A9,"","","","","","",""
87,PR05,PC07,A10,"140428","ambiguous","","897","0.46","RAST2:fig|442.17.peg.957","9.752250324061853e-05"
87,PR05,PC07,A11,"","","","","","",""
87,PR05,PC07,A12,"427505","unambiguous","","681","0.73","RAST2:fig|442.17.peg.1204","1.3469100131553738e-06"
87,PR05,PC07,B1,"","","","","","",""
87,PR05,PC07,B2,"","","","","","",""
87,PR05,PC07,B3,"2659406","unambiguous","","387","0.80","RAST2:fig|442.17.peg.195","0.00010666397548996958"
87,PR05,PC07,B4,"928185","unambiguous","","399","0.77","RAST2:fig|442.17.peg.1819","0.00013253686536580394"
87,PR05,PC07,B5,"1073998","ambiguous","","8","0.00","RAST2:fig|442.17.peg.1954","0.0001742770214754439"
87,PR05,PC07,B6,"","","","","","",""
87,PR05,PC07,B7,"","","","","","",""
87,PR05,PC07,B8,"216392","ambiguous","","8","0.00","RAST2:fig|442.17.peg.1023","5.106388456403327e-13"
87,PR05,PC07,B9,"224646","ambiguous","","300","0.86","RAST2:fig|442.17.peg.1032","4.60582327514013e-05"
87,PR05,PC07,B10,"956226","ambiguous","","1046","0.77","RAST2:fig|442.17.peg.1848","0.0017845965858970941"
87,PR05,PC07,B11,"2950681","ambiguous","","1146","0.72","RAST2:fig|442.17.peg.499","1.1918766338860652e-05"
87,PR05,PC07,B12,"","","","","","",""
87,PR05,PC07,C1,"2430645, 3399919","unambiguous, unambiguous",", None","355,NA","0.38, NA","RAST2:fig|442.17.peg.3, None","0.001333293765878376, -2.984651922955197e-12"
87,PR05,PC07,C2,"2000822","unambiguous","","241","0.20","RAST2:fig|442.17.peg.2840","6.396036723456018e-05"
87,PR05,PC07,C3,"1033254","unambiguous","","102","0.12","RAST2:fig|442.17.peg.1913","0.0015653981622521318"
87,PR05,PC07,C4,"1525975","unambiguous","","1483","0.64","RAST2:fig|442.17.peg.2383","2.236085042565232e-07"
87,PR05,PC07,C5,"2126674","unambiguous","","872","0.70","RAST2:fig|442.17.peg.2957","0.0002492383232449547"
87,PR05,PC07,C6,"2272033","unambiguous","None","NA","NA","None","0.000568683089673856"
87,PR05,PC07,C7,"400432","unambiguous","","120","0.16","RAST2:fig|442.17.peg.1178","1.1987410345170284e-13"
87,PR05,PC07,C8,"1271427, 1768380, 2539332","ambiguous, unambiguous, ambiguous",", , ","1080,324,878","0.81, 0.41, 0.78","RAST2:fig|442.17.peg.2159, RAST2:fig|442.17.peg.2618, RAST2:fig|442.17.peg.78","3.178205437527072e-08, 4.261362873844197e-09, 3.1939104907781516e-13"
87,PR05,PC07,C9,"401899, 3010825","unambiguous, ambiguous",", ","211,1137","0.15, 0.36","RAST2:fig|442.17.peg.1180, RAST2:fig|442.17.peg.555","0.0003502151405304603, 1.0560858640235469e-11"
87,PR05,PC07,C10,"","","","","","",""
87,PR05,PC07,C11,"33029, 1525465","unambiguous, ambiguous",", ","345,1993","0.26, 0.86","RAST2:fig|442.17.peg.865, RAST2:fig|442.17.peg.2383","6.417370026975958e-07, 0.004057767254193846"
87,PR05,PC07,C12,"427505, 474199","unambiguous, unambiguous",", ","681,420","0.73, 0.39","RAST2:fig|442.17.peg.1204, RAST2:fig|442.17.peg.1350","1.8851605283783551e-07, 0.0001468377805571791"
87,PR05,PC07,D1,"2909853","unambiguous","","340","0.15","RAST2:fig|442.17.peg.460","8.511747352502665e-05"
87,PR05,PC07,D2,"1134436","ambiguous","None","NA","NA","None","0.002760316960673155"
87,PR05,PC07,D3,"2133999","unambiguous","","407","0.46","RAST2:fig|442.17.peg.2964","2.5539681204466583e-06"
87,PR05,PC07,D4,"64732","unambiguous","","867","0.41","RAST2:fig|442.17.peg.886","3.0668988176573655e-05"
87,PR05,PC07,D5,"","","","","","",""
87,PR05,PC07,D6,"2909853","unambiguous","","340","0.15","RAST2:fig|442.17.peg.460","9.675145550197789e-08"
87,PR05,PC07,D7,"","","","","","",""
87,PR05,PC07,D8,"1768380","unambiguous","","324","0.41","RAST2:fig|442.17.peg.2618","1.651898627568862e-05"
87,PR05,PC07,D9,"","","","","","",""
87,PR05,PC07,D10,"1134436","ambiguous","None","NA","NA","None","0.002434936074029009"
87,PR05,PC07,D11,"424533, 2795469","ambiguous, unambiguous","None, ","NA,1335","NA, 0.97","None, RAST2:fig|442.17.peg.349","0.0022142545204738204, 0.00011493881261706372"
87,PR05,PC07,D12,"1180734, 1786636","unambiguous, unambiguous",", None","192,NA","0.83, NA","RAST2:fig|442.17.peg.2057, None","0.00014648720707238658, 1.3622759762537705e-11"
87,PR05,PC07,E1,"3256669, 3399919","ambiguous, unambiguous",", None","10,NA","0.03, NA","RAST2:fig|442.17.peg.775, None","1.0487822931775142e-13, 0.0035776840211399824"
87,PR05,PC07,E2,"1101956","unambiguous","None","NA","NA","None","1.1443629548798841e-05"
87,PR05,PC07,E3,"1033254, 2834168, 2905840","unambiguous, unambiguous, ambiguous",", , ","102,1046,51","0.12, 0.54, 0.06","RAST2:fig|442.17.peg.1913, RAST2:fig|442.17.peg.390, RAST2:fig|442.17.peg.457","2.7708767257426413e-11, -2.5708380272476114e-11, 4.836546004388496e-05"
87,PR05,PC07,E4,"2397636","ambiguous","","647","0.41","RAST2:fig|442.17.peg.3251","0.004321488441908157"
87,PR05,PC07,E5,"","","","","","",""
87,PR05,PC07,E6,"2728478, 3365963","unambiguous, unambiguous","None, ","NA,55","NA, 0.45","None, RAST2:fig|442.17.peg.1280","0.0014393641200176827, 8.307490981348176e-07"
87,PR05,PC07,E7,"400432","unambiguous","","120","0.16","RAST2:fig|442.17.peg.1178","1.1987410345170284e-13"
87,PR05,PC07,E8,"74226","unambiguous","None","NA","NA","None","0.000864923342301411"
87,PR05,PC07,E9,"224646, 3010825","ambiguous, ambiguous",", ","300,1137","0.86, 0.36","RAST2:fig|442.17.peg.1032, RAST2:fig|442.17.peg.555","2.7674428588899603e-12, 1.405463952432199e-11"
87,PR05,PC07,E10,"3203956, 3394841","ambiguous, ambiguous","None, ","NA,391","NA, 0.74","None, RAST2:fig|442.17.peg.1304","0.00522124523496225, 1.4880819068228187e-13"
87,PR05,PC07,E11,"33029, 3325654","unambiguous, unambiguous",", ","345,1509","0.26, 0.62","RAST2:fig|442.17.peg.865, RAST2:fig|442.17.peg.1227","5.6994306832841755e-12, 0.0021269465834041737"
87,PR05,PC07,E12,"1281729","unambiguous","","77","0.05","RAST2:fig|442.17.peg.2170","0.0013286601099016442"
87,PR05,PC07,F1,"1550778","unambiguous","","2614","0.99","RAST2:fig|442.17.peg.2403","9.134255358038755e-06"
87,PR05,PC07,F2,"3409291","unambiguous","None","NA","NA","None","0.0006977721919058491"
87,PR05,PC07,F3,"2658073","ambiguous","","121","0.12","RAST2:fig|442.17.peg.194","0.003327202397547181"
87,PR05,PC07,F4,"833558","unambiguous","","354","0.34","RAST2:fig|442.17.peg.1700","0.002407934115598137"
87,PR05,PC07,F5,"","","","","","",""
87,PR05,PC07,F6,"522720, 1711072, 2729832","ambiguous, unambiguous, ambiguous",", , None","180,31,NA","0.24, 0.16, NA","RAST2:fig|442.17.peg.1400, RAST2:fig|442.17.peg.2564, None","0.0006356355515687749, 0.0002645216611896677, 7.573770682259216e-13"
87,PR05,PC07,F7,"894751, 3377005","unambiguous, ambiguous","None, ","NA,1834","NA, 0.79","None, RAST2:fig|442.17.peg.1291","0.0009892574407807928, 9.763014253105904e-13"
87,PR05,PC07,F8,"1449351","ambiguous","","1368","0.74","RAST2:fig|442.17.peg.2321","2.3926385676170893e-12"
87,PR05,PC07,F9,"1919456","unambiguous","","71","0.07","RAST2:fig|442.17.peg.2767","1.550892687948403e-08"
87,PR05,PC07,F10,"31891, 883835","ambiguous, unambiguous","None, ","NA,112","NA, 0.09","None, RAST2:fig|442.17.peg.1777","9.556059454777027e-13, 1.5181908914944776e-07"
87,PR05,PC07,F11,"1079557, 2034227","unambiguous, ambiguous",", ","2794,145","0.94, 0.27","RAST2:fig|442.17.peg.1958, RAST2:fig|442.17.peg.2872","0.0011060274205831424, 2.3072888736878865e-12"
87,PR05,PC07,F12,"1551348, 3230075","unambiguous, unambiguous",", ","2044,1543","0.77, 1.00","RAST2:fig|442.17.peg.2403, RAST2:fig|442.17.peg.753","7.62626132709623e-08, 5.378869971029361e-05"
87,PR05,PC07,G1,"1805577, 2581212, 2969857","ambiguous, ambiguous, unambiguous",", , ","1371,2886,405","0.83, 0.85, 0.15","RAST2:fig|442.17.peg.2651, RAST2:fig|442.17.peg.117, RAST2:fig|442.17.peg.520","2.4492488333975045e-12, 0.00022315005655432918, 0.0024834829204970934"
87,PR05,PC07,G2,"2094684","unambiguous","","753","0.64","RAST2:fig|442.17.peg.2930","0.0013103087351515827"
