readAlignmentCoord,1,2,3,4,5,6,7,8,9,10,11,12,A,B,C,D,E,F,G,H,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PR01,PR02,PR03,PR04,PR05,PR06,PR07,PR08
1293490,0,0,0,0,0,0,0,0,0,0,128,0,0,1,0,0,58,0,0,0,0,0,0,2,1,0,0,3,546,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,35,0,0
1293491,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,0,0,0
1293507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293509,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,7,0,0,0,0
1293554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293555,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,26,0,0,2,0,0,0,196,0,230,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,17,46,0
1293632,0,0,0,0,0,0,0,0,0,39,0,0,0,6,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,11,0,0,0
1293637,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0
1294568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1295880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1295881,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1296333,0,0,0,0,0,0,0,0,0,0,0,153,1,0,39,0,0,0,0,0,0,0,77,0,0,0,2,1,0,0,833,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,120,0
1296519,0,0,117,296,0,1,0,0,0,0,3,1,0,0,1,136,1,148,38,77,0,0,1,0,0,0,474,1,0,0,0,2,0,0,0,0,0,0,0,440,1,241,0,0,38,3,0,0
1296610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1296611,468,0,0,0,0,2,0,0,0,0,0,1,0,0,0,392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2684,0,0,818,13,0,1,8,0,0
1296612,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1,0,0,0,3,0,0,0,0,0
1296663,0,0,1,0,321,0,0,0,1,1,0,0,250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,897,1,0,1,0,0,0,0,0,720,0,0,0,5,0,0
1296664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1296901,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1297265,6,475,0,0,0,0,0,0,0,86,0,0,4,0,3,122,0,0,156,97,0,1,0,169,0,124,2,0,0,0,0,664,0,0,0,652,0,1,0,0,0,506,100,0,0,2,0,0
1297266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297401,0,0,0,1,0,0,0,311,3,0,0,0,3,0,0,0,0,305,1,0,0,834,2,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,4,0,0
1297471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297472,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297473,0,0,0,0,240,1,0,0,0,0,0,1,0,0,0,4,187,0,0,0,0,0,0,0,34,1,1,0,0,1,0,1,0,0,0,0,0,92,0,0,0,99,0,49,0,1,0,0
1297474,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297475,0,0,0,0,33,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
1297476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297477,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297547,0,0,3,0,2,1,6,1,801,0,1,591,1,194,0,0,14,0,1560,1,1,0,4,0,6310,0,0,2,1,2,0,2,3,1,7,3,4,10,1,3479,1,2890,6,7,0,25,804,1
1297548,0,0,0,0,1,0,0,0,1,0,0,87,4,1,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,672,0,3,0,0,2,0,0,3,0,2,0,180,0,0,1,0
1297549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1297550,0,0,1,0,0,0,1,2070,0,1,0,0,26,0,0,0,1320,0,2,1,0,0,2,0,4,1,1,0,5,0,1,5510,7,29,0,0,0,0,0,0,1837,0,0,1,3,0,0,0
1297551,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1297649,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
1297650,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,340,0,0,0,0,182,0,0,0,0,0,0
1297678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1297679,1,1,0,1,2205,6,0,0,16,5,0,4,6,2,26,1109,38,1,903,30,3,1,1786,0,3,4140,11348,3,0,6,0,1,0,4,0,27,0,0,1,7,4,2,18,2820,2,7,1,0
1297680,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,83,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,3,0,395,0,0
1297700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297787,3197,54,15,44,0,12,50,0,13,2,9,2,13,12,0,1,3776,0,11,0,0,5217,1,1,8,0,0,25,16,0,0,0,0,4,0,0,0,0,1,1,6633,0,0,0,5,7,0,0
1297788,1,0,139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119,1,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,278,0,0,0,0,6,0,0,0,0,97,0,0
1297789,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1297821,1492,0,5,5,0,1,7,0,0,1,0,1,0,0,1,0,2473,0,0,0,0,0,0,1,11689,0,1,0,4,0,0,0,1,4,10,5,0,31,0,0,0,5621,12,0,6,40,0,0
1297822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1297823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1298420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298421,0,0,0,0,0,0,0,63,0,0,0,0,0,2,0,3,2,67,0,0,0,0,0,0,0,623,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0
1298422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298630,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298631,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0
1298632,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0
1298633,0,2,0,0,4,0,6,2,0,0,0,941,0,0,0,0,2,2207,0,0,0,10,6,0,1,13,13,0,0,0,0,2,0,1,0,1,1789,0,0,0,0,1,9,1244,2,8,0,0
1298746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1298747,1,0,0,48,0,0,0,24,0,0,0,0,13,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,157,0,0,0,0,0,0,36,0,0,0,0,0,35,1,0,12,0,0,0
1298748,174,0,3,4,0,0,0,3,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0
1299100,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,1,0,0,99,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,1,50
1299101,0,0,0,0,0,48,0,0,0,0,0,0,0,1,0,0,0,0,80,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
1299104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299436,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,21,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,2,0,0,8,0,0,0,0
1299757,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,7,0
1299832,9,234,0,0,0,0,0,0,0,0,0,2,0,0,1,0,217,0,0,0,1,4,0,0,0,0,0,0,1,1044,0,0,0,0,0,0,1,0,0,0,76,0,0,0,0,0,0,0
1299833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1299896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300550,0,0,0,0,0,1,1,153,1,1,113,0,0,14,0,0,0,132,1,0,0,151,0,113,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,98,0,0,3,1,0
1300551,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,20,0,0,0,0,1,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
1300744,0,0,0,0,0,1,0,0,0,0,199,0,0,15,1,0,7,0,1,2,0,0,0,0,0,0,822,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,78,0,0
1301169,0,0,0,0,0,0,0,0,0,0,44,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,0,0,0,0,0,0,73,0,0,0,0
1301575,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301576,0,0,0,0,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,73,2,0,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,0,0
1301624,0,0,0,0,0,276,0,0,0,1,0,1,0,22,1,0,1,0,0,4,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,98,0,0,0,0
1301626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301672,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,41,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
1301879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301881,0,0,14,0,0,0,17,0,0,0,0,0,5,0,0,1,0,1,7,1,0,0,0,0,0,95,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
1302144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
1307027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307028,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1307163,0,0,0,0,0,0,0,0,252,0,0,0,0,105,0,0,0,7,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,515,0,0,0,0,0,127,1,0,0,0,0,0,0
1307217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1307219,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1307220,0,0,0,0,0,546,0,1,0,0,0,0,0,93,0,7,5,5,0,0,0,0,0,0,0,3582,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,741,0,0,0,4,0,0
1307435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307436,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1307437,0,0,0,397,0,2,0,0,0,0,2,2,0,0,0,0,293,0,1,0,2,5,1,0,0,0,0,0,0,1807,0,0,0,1,0,4,0,0,0,0,0,410,0,1,0,0,0,0
1307502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1307503,0,0,0,209,0,0,0,0,0,0,0,0,2,0,0,101,0,0,0,0,0,223,1,0,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,1,0,0
1307701,5,4861,26,15,0,0,8,0,0,2,42,5,1,16,12,0,25,0,2604,1,0,0,0,4,12656,5,0,0,1,2,0,1,0,0,17,3,3,35,0,1,1387,0,0,0,10,0,0,1
1307702,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1307703,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307836,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,9,0,0,0,0,0,0
1307902,0,578,0,0,0,0,0,2,3,0,0,0,3,0,2,0,0,488,0,0,0,844,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,390,0
1307904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1307967,464,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,285,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1787,1,2,0,0,0,725,1,0,0,3,0,0
1307968,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
1307976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1308047,729,0,0,24,0,0,0,0,4,2,0,0,2,0,0,0,8,1,0,709,0,1216,0,0,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,629,0,1,6,1,0,2,0,1681
1308048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1308049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1308050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308815,0,0,0,0,0,0,1,0,161,0,1,0,1,0,0,0,273,0,0,0,0,4,3,0,0,1,1,0,1,0,0,0,0,0,0,0,525,0,0,0,285,0,0,0,1,0,0,0
1309157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1309161,0,0,1,0,0,0,1,0,0,49,0,0,0,0,6,0,2,0,0,214,0,0,0,0,1,0,1498,0,0,0,1,0,0,0,0,2,0,0,0,0,83,5,0,0,0,0,0,0
1309323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1309324,0,2149,6,3651,2,0,0,1,0,4,5,3,0,25,1461,11,0,1,3502,32,5,1,2708,15,1,2,9,0,9,2,0,1,0,0,13,6283,16,14,2,1,1,1,1,933,1,1039,0,4
1309325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
1309326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1309352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1309354,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1309355,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,148,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,466,0,0,0,0,0,0,0,127,0,0
1309590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309592,0,2,74,32602,3,9,5,35,8,8,56,15,2,9,6,112,0,28429,1,14,2,6,30773,2,3,158,74,1,0,0,0,5,0,0,62,4,130,0,3,9222,6,4,44,35,20,110,2,26841
1309593,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
1309594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1309595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309717,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1309718,0,0,0,0,0,0,0,0,0,0,0,201,0,9,0,168,6,11,0,1,0,0,1,0,0,3017,1,0,0,1,0,0,0,0,7,0,0,0,1,1,0,591,2,0,0,9,0,0
1309719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
